name,family,num_qubits,method,swap_count,swap_count_source,routing_score,terminal_objective,routing_time_sec,runtime,evaluating_router,original_num_qubits,original_gate_count_all,original_1q_count_all,original_2q_count_all,original_cnot_count_all,original_depth,routed_gate_count_all,routed_1q_count_all,routed_2q_count_all,routed_swap_count,routed_cnot_raw_count,routed_cnot_equiv_count,routed_depth,additional_gates_total,additional_1q_total,additional_2q_total,additional_swap_count,additional_cnot_equiv_from_swap,depth_overhead
sym9_146,sym9,16,qiskit_sabre_full,86.0,exact_swap_ops,86.0,86.0,0.011633799877017736,0.011633799877017736,qiskit_sabre_full,16.0,408.0,260.0,148.0,148.0,157.0,494.0,260.0,234.0,86.0,148.0,406.0,277.0,86.0,0.0,86.0,86.0,258.0,120.0
4mod5-v0_19,4mod5-v0,5,qiskit_sabre_full,3.0,exact_swap_ops,3.0,3.0,0.00912509998306632,0.00912509998306632,qiskit_sabre_full,5.0,41.0,27.0,14.0,14.0,31.0,44.0,27.0,17.0,3.0,14.0,23.0,38.0,3.0,0.0,3.0,3.0,9.0,7.0
grover_28_0283,grover,28,qiskit_sabre_full,104.0,exact_swap_ops,104.0,104.0,0.010589199839159846,0.010589199839159846,qiskit_sabre_full,28.0,1380.0,1263.0,117.0,117.0,97.0,1484.0,1263.0,221.0,104.0,117.0,429.0,212.0,104.0,0.0,104.0,104.0,312.0,115.0
adder_32_0298,adder,32,qiskit_sabre_full,67.0,exact_swap_ops,67.0,67.0,0.010428799781948328,0.010428799781948328,qiskit_sabre_full,32.0,315.0,195.0,120.0,120.0,182.0,382.0,195.0,187.0,67.0,120.0,321.0,236.0,67.0,0.0,67.0,67.0,201.0,54.0
4gt5_77,4gt5,5,qiskit_sabre_full,5.0,exact_swap_ops,5.0,5.0,0.007565600099042058,0.007565600099042058,qiskit_sabre_full,5.0,72.0,42.0,30.0,30.0,57.0,77.0,42.0,35.0,5.0,30.0,45.0,65.0,5.0,0.0,5.0,5.0,15.0,8.0
toffoli_double_3,toffoli_double,4,qiskit_sabre_full,1.0,exact_swap_ops,1.0,1.0,0.00556210009381175,0.00556210009381175,qiskit_sabre_full,4.0,37.0,27.0,10.0,10.0,30.0,38.0,27.0,11.0,1.0,10.0,13.0,31.0,1.0,0.0,1.0,1.0,3.0,1.0
random_16_0138,random,16,qiskit_sabre_full,65.0,exact_swap_ops,65.0,65.0,0.00730119994841516,0.00730119994841516,qiskit_sabre_full,16.0,954.0,848.0,106.0,106.0,128.0,1019.0,848.0,171.0,65.0,106.0,301.0,186.0,65.0,0.0,65.0,65.0,195.0,58.0
4mod5-v0_20,4mod5-v0,5,qiskit_sabre_full,2.0,exact_swap_ops,2.0,2.0,0.005435300059616566,0.005435300059616566,qiskit_sabre_full,5.0,23.0,14.0,9.0,9.0,14.0,25.0,14.0,11.0,2.0,9.0,15.0,19.0,2.0,0.0,2.0,2.0,6.0,5.0
rd32-v0_66,rd32-v0,4,qiskit_sabre_full,2.0,exact_swap_ops,2.0,2.0,0.005444600014016032,0.005444600014016032,qiskit_sabre_full,4.0,40.0,26.0,14.0,14.0,28.0,42.0,26.0,16.0,2.0,14.0,20.0,38.0,2.0,0.0,2.0,2.0,6.0,10.0
dc1_220,dc1,11,qiskit_sabre_full,281.0,exact_swap_ops,281.0,281.0,0.012927800184115767,0.012927800184115767,qiskit_sabre_full,11.0,1947.0,1431.0,516.0,516.0,1296.0,2228.0,1431.0,797.0,281.0,516.0,1359.0,1559.0,281.0,0.0,281.0,281.0,843.0,263.0
4mod5-v0_20,4mod5-v0,16,qiskit_sabre_full,3.0,exact_swap_ops,3.0,3.0,0.005970300175249577,0.005970300175249577,qiskit_sabre_full,16.0,24.0,14.0,10.0,10.0,14.0,27.0,14.0,13.0,3.0,10.0,19.0,18.0,3.0,0.0,3.0,3.0,9.0,4.0
mod8-10_178,mod8-10,5,qiskit_sabre_full,26.0,exact_swap_ops,26.0,26.0,0.006818699883297086,0.006818699883297086,qiskit_sabre_full,5.0,339.0,256.0,83.0,83.0,260.0,365.0,256.0,109.0,26.0,83.0,161.0,300.0,26.0,0.0,26.0,26.0,78.0,40.0
adder_12_0200,adder,12,qiskit_sabre_full,14.0,exact_swap_ops,14.0,14.0,0.005862399935722351,0.005862399935722351,qiskit_sabre_full,12.0,105.0,65.0,40.0,40.0,62.0,119.0,65.0,54.0,14.0,40.0,82.0,74.0,14.0,0.0,14.0,14.0,42.0,12.0
alu-v3_35,alu-v3,16,qiskit_sabre_full,8.0,exact_swap_ops,8.0,8.0,0.005718299886211753,0.005718299886211753,qiskit_sabre_full,16.0,45.0,27.0,18.0,18.0,30.0,53.0,27.0,26.0,8.0,18.0,42.0,41.0,8.0,0.0,8.0,8.0,24.0,11.0
adder_24_0088,adder,24,qiskit_sabre_full,40.0,exact_swap_ops,40.0,40.0,0.006443300051614642,0.006443300051614642,qiskit_sabre_full,24.0,231.0,143.0,88.0,88.0,134.0,271.0,143.0,128.0,40.0,88.0,208.0,170.0,40.0,0.0,40.0,40.0,120.0,36.0
grover_24_0213,grover,24,qiskit_sabre_full,47.0,exact_swap_ops,47.0,47.0,0.007289299974218011,0.007289299974218011,qiskit_sabre_full,24.0,810.0,744.0,66.0,66.0,55.0,857.0,744.0,113.0,47.0,66.0,207.0,103.0,47.0,0.0,47.0,47.0,141.0,48.0
adder_28_0116,adder,28,qiskit_sabre_full,60.0,exact_swap_ops,60.0,60.0,0.007252799812704325,0.007252799812704325,qiskit_sabre_full,28.0,287.0,169.0,118.0,118.0,159.0,347.0,169.0,178.0,60.0,118.0,298.0,194.0,60.0,0.0,60.0,60.0,180.0,35.0
hwb4_49,hwb4,4,qiskit_sabre_full,20.0,exact_swap_ops,20.0,20.0,0.006363400025293231,0.006363400025293231,qiskit_sabre_full,4.0,193.0,120.0,73.0,73.0,143.0,213.0,120.0,93.0,20.0,73.0,133.0,179.0,20.0,0.0,20.0,20.0,60.0,36.0
adder_36_0396,adder,36,qiskit_sabre_full,76.0,exact_swap_ops,76.0,76.0,0.007052599918097258,0.007052599918097258,qiskit_sabre_full,36.0,357.0,221.0,136.0,136.0,206.0,433.0,221.0,212.0,76.0,136.0,364.0,266.0,76.0,0.0,76.0,76.0,228.0,60.0
sym9_148,sym9,10,qiskit_sabre_full,2771.0,exact_swap_ops,2771.0,2771.0,0.08839679998345673,0.08839679998345673,qiskit_sabre_full,10.0,22722.0,17010.0,5712.0,5712.0,17290.0,25493.0,17010.0,8483.0,2771.0,5712.0,14025.0,21061.0,2771.0,0.0,2771.0,2771.0,8313.0,3771.0
routing_stress_36_0405,routing_stress,36,qiskit_sabre_full,95.0,exact_swap_ops,95.0,95.0,0.008465999970212579,0.008465999970212579,qiskit_sabre_full,36.0,326.0,240.0,86.0,86.0,43.0,421.0,240.0,181.0,95.0,86.0,371.0,96.0,95.0,0.0,95.0,95.0,285.0,53.0
fredkin_6,fredkin,3,qiskit_sabre_full,3.0,exact_swap_ops,3.0,3.0,0.00550689990632236,0.00550689990632236,qiskit_sabre_full,3.0,57.0,39.0,18.0,18.0,40.0,60.0,39.0,21.0,3.0,18.0,27.0,54.0,3.0,0.0,3.0,3.0,9.0,14.0
hwb6_58,hwb6,6,qiskit_sabre_full,80.0,exact_swap_ops,80.0,80.0,0.008384300163015723,0.008384300163015723,qiskit_sabre_full,6.0,412.0,253.0,159.0,159.0,276.0,492.0,253.0,239.0,80.0,159.0,399.0,382.0,80.0,0.0,80.0,80.0,240.0,106.0
4mod5-v1_24,4mod5-v1,16,qiskit_sabre_full,7.0,exact_swap_ops,7.0,7.0,0.0057224000338464975,0.0057224000338464975,qiskit_sabre_full,16.0,44.0,28.0,16.0,16.0,25.0,51.0,28.0,23.0,7.0,16.0,37.0,37.0,7.0,0.0,7.0,7.0,21.0,12.0
sf_276,sf,5,qiskit_sabre_full,57.0,exact_swap_ops,57.0,57.0,0.008963600033894181,0.008963600033894181,qiskit_sabre_full,5.0,708.0,536.0,172.0,172.0,528.0,765.0,536.0,229.0,57.0,172.0,343.0,622.0,57.0,0.0,57.0,57.0,171.0,94.0
mod5mils_65,mod5mils,5,qiskit_sabre_full,3.0,exact_swap_ops,3.0,3.0,0.0074223000556230545,0.0074223000556230545,qiskit_sabre_full,5.0,41.0,27.0,14.0,14.0,29.0,44.0,27.0,17.0,3.0,14.0,23.0,35.0,3.0,0.0,3.0,3.0,9.0,6.0
decod24-enable_125,decod24-enable,6,qiskit_sabre_full,5.0,exact_swap_ops,5.0,5.0,0.005431199911981821,0.005431199911981821,qiskit_sabre_full,6.0,63.0,39.0,24.0,24.0,40.0,68.0,39.0,29.0,5.0,24.0,39.0,54.0,5.0,0.0,5.0,5.0,15.0,14.0
mod10_171,mod10,16,qiskit_sabre_full,58.0,exact_swap_ops,58.0,58.0,0.007071099942550063,0.007071099942550063,qiskit_sabre_full,16.0,304.0,196.0,108.0,108.0,170.0,362.0,196.0,166.0,58.0,108.0,282.0,272.0,58.0,0.0,58.0,58.0,174.0,102.0
4gt4-v0_72,4gt4-v0,5,qiskit_sabre_full,18.0,exact_swap_ops,18.0,18.0,0.006904299836605787,0.006904299836605787,qiskit_sabre_full,5.0,232.0,169.0,63.0,63.0,177.0,250.0,169.0,81.0,18.0,63.0,117.0,216.0,18.0,0.0,18.0,18.0,54.0,39.0
4mod5-v1_22,4mod5-v1,16,qiskit_sabre_full,4.0,exact_swap_ops,4.0,4.0,0.005683499854058027,0.005683499854058027,qiskit_sabre_full,16.0,25.0,14.0,11.0,11.0,15.0,29.0,14.0,15.0,4.0,11.0,23.0,19.0,4.0,0.0,4.0,4.0,12.0,4.0
4gt5_75,4gt5,16,qiskit_sabre_full,19.0,exact_swap_ops,19.0,19.0,0.006456999806687236,0.006456999806687236,qiskit_sabre_full,16.0,103.0,65.0,38.0,38.0,58.0,122.0,65.0,57.0,19.0,38.0,95.0,98.0,19.0,0.0,19.0,19.0,57.0,40.0
dc2_222,dc2,16,qiskit_sabre_full,2776.0,exact_swap_ops,2776.0,2776.0,0.06849279999732971,0.06849279999732971,qiskit_sabre_full,16.0,11822.0,7691.0,4131.0,4131.0,6375.0,14598.0,7691.0,6907.0,2776.0,4131.0,12459.0,10709.0,2776.0,0.0,2776.0,2776.0,8328.0,4334.0
hea_36_0386,hea,36,qiskit_sabre_full,58.0,exact_swap_ops,58.0,58.0,0.010440499987453222,0.010440499987453222,qiskit_sabre_full,36.0,1220.0,1080.0,140.0,140.0,71.0,1278.0,1080.0,198.0,58.0,140.0,314.0,153.0,58.0,0.0,58.0,58.0,174.0,82.0
urf2_152,urf2,16,qiskit_sabre_full,23538.0,exact_swap_ops,23538.0,23538.0,0.600556300021708,0.600556300021708,qiskit_sabre_full,16.0,100600.0,65390.0,35210.0,35210.0,49980.0,124138.0,65390.0,58748.0,23538.0,35210.0,105824.0,87736.0,23538.0,0.0,23538.0,23538.0,70614.0,37756.0
cm85a_209,cm85a,16,qiskit_sabre_full,3299.0,exact_swap_ops,3299.0,3299.0,0.08420510007999837,0.08420510007999837,qiskit_sabre_full,16.0,14262.0,9276.0,4986.0,4986.0,7785.0,17561.0,9276.0,8285.0,3299.0,4986.0,14883.0,13035.0,3299.0,0.0,3299.0,3299.0,9897.0,5250.0
4gt12-v0_86,4gt12-v0,16,qiskit_sabre_full,58.0,exact_swap_ops,58.0,58.0,0.007593599846586585,0.007593599846586585,qiskit_sabre_full,16.0,311.0,195.0,116.0,116.0,161.0,369.0,195.0,174.0,58.0,116.0,290.0,262.0,58.0,0.0,58.0,58.0,174.0,101.0
4mod5-v0_18,4mod5-v0,16,qiskit_sabre_full,17.0,exact_swap_ops,17.0,17.0,0.009607699932530522,0.009607699932530522,qiskit_sabre_full,16.0,85.0,54.0,31.0,31.0,52.0,102.0,54.0,48.0,17.0,31.0,82.0,83.0,17.0,0.0,17.0,17.0,51.0,31.0
urf1_151,urf1,9,qiskit_sabre_full,43309.0,exact_swap_ops,43309.0,43309.0,1.1596822999417782,1.1596822999417782,qiskit_sabre_full,9.0,243677.0,168410.0,75267.0,75267.0,169714.0,286986.0,168410.0,118576.0,43309.0,75267.0,205194.0,212097.0,43309.0,0.0,43309.0,43309.0,129927.0,42383.0
ham15_107,ham15,15,qiskit_sabre_full,1639.0,exact_swap_ops,1639.0,1639.0,0.04545560013502836,0.04545560013502836,qiskit_sabre_full,15.0,10326.0,7243.0,3083.0,3083.0,7244.0,11965.0,7243.0,4722.0,1639.0,3083.0,8000.0,9030.0,1639.0,0.0,1639.0,1639.0,4917.0,1786.0
rd32_273,rd32,5,qiskit_sabre_full,48.0,exact_swap_ops,48.0,48.0,0.010549099883064628,0.010549099883064628,qiskit_sabre_full,5.0,292.0,180.0,112.0,112.0,213.0,340.0,180.0,160.0,48.0,112.0,256.0,277.0,48.0,0.0,48.0,48.0,144.0,64.0
4gt12-v0_86,4gt12-v0,5,qiskit_sabre_full,30.0,exact_swap_ops,30.0,30.0,0.005993299884721637,0.005993299884721637,qiskit_sabre_full,5.0,222.0,155.0,67.0,67.0,168.0,252.0,155.0,97.0,30.0,67.0,157.0,214.0,30.0,0.0,30.0,30.0,90.0,46.0
4gt13_92,4gt13,5,qiskit_sabre_full,3.0,exact_swap_ops,3.0,3.0,0.006479100091382861,0.006479100091382861,qiskit_sabre_full,5.0,37.0,21.0,16.0,16.0,30.0,40.0,21.0,19.0,3.0,16.0,25.0,32.0,3.0,0.0,3.0,3.0,9.0,2.0
mod8-10_178,mod8-10,16,qiskit_sabre_full,94.0,exact_swap_ops,94.0,94.0,0.00844820006750524,0.00844820006750524,qiskit_sabre_full,16.0,426.0,274.0,152.0,152.0,237.0,520.0,274.0,246.0,94.0,152.0,434.0,381.0,94.0,0.0,94.0,94.0,282.0,144.0
cnt3-5_179,cnt3-5,16,qiskit_sabre_full,23.0,exact_swap_ops,23.0,23.0,0.006465999875217676,0.006465999875217676,qiskit_sabre_full,16.0,205.0,130.0,75.0,75.0,76.0,228.0,130.0,98.0,23.0,75.0,144.0,102.0,23.0,0.0,23.0,23.0,69.0,26.0
random_12_0096,random,12,qiskit_sabre_full,52.0,exact_swap_ops,52.0,52.0,0.007222800049930811,0.007222800049930811,qiskit_sabre_full,12.0,508.0,410.0,98.0,98.0,97.0,560.0,410.0,150.0,52.0,98.0,254.0,157.0,52.0,0.0,52.0,52.0,156.0,60.0
alu-v0_27,alu-v0,16,qiskit_sabre_full,8.0,exact_swap_ops,8.0,8.0,0.0068310999777168036,0.0068310999777168036,qiskit_sabre_full,16.0,44.0,27.0,17.0,17.0,29.0,52.0,27.0,25.0,8.0,17.0,41.0,39.0,8.0,0.0,8.0,8.0,24.0,10.0
urf2_277,urf2,8,qiskit_sabre_full,5576.0,exact_swap_ops,5576.0,5576.0,0.12692190008237958,0.12692190008237958,qiskit_sabre_full,8.0,23432.0,15147.0,8285.0,8285.0,15900.0,29008.0,15147.0,13861.0,5576.0,8285.0,25013.0,22262.0,5576.0,0.0,5576.0,5576.0,16728.0,6362.0
routing_stress_20_0370,routing_stress,20,qiskit_sabre_full,33.0,exact_swap_ops,33.0,33.0,0.009171999990940094,0.009171999990940094,qiskit_sabre_full,20.0,211.0,162.0,49.0,49.0,49.0,244.0,162.0,82.0,33.0,49.0,148.0,75.0,33.0,0.0,33.0,33.0,99.0,26.0
decod24-v0_39,decod24-v0,4,qiskit_sabre_full,6.0,exact_swap_ops,6.0,6.0,0.0068073999136686325,0.0068073999136686325,qiskit_sabre_full,4.0,60.0,40.0,20.0,20.0,40.0,66.0,40.0,26.0,6.0,20.0,38.0,51.0,6.0,0.0,6.0,6.0,18.0,11.0
4_49_16,4_49,4,qiskit_sabre_full,28.0,exact_swap_ops,28.0,28.0,0.006700800033286214,0.006700800033286214,qiskit_sabre_full,4.0,174.0,108.0,66.0,66.0,126.0,202.0,108.0,94.0,28.0,66.0,150.0,167.0,28.0,0.0,28.0,28.0,84.0,41.0
random_20_0369,random,20,qiskit_sabre_full,206.0,exact_swap_ops,206.0,206.0,0.010514899855479598,0.010514899855479598,qiskit_sabre_full,20.0,1686.0,1448.0,238.0,238.0,187.0,1892.0,1448.0,444.0,206.0,238.0,856.0,404.0,206.0,0.0,206.0,206.0,618.0,217.0
toffoli_2,toffoli,3,qiskit_sabre_full,1.0,exact_swap_ops,1.0,1.0,0.005647400161251426,0.005647400161251426,qiskit_sabre_full,3.0,19.0,13.0,6.0,6.0,14.0,20.0,13.0,7.0,1.0,6.0,9.0,18.0,1.0,0.0,1.0,1.0,3.0,4.0
cm42a_207,cm42a,14,qiskit_sabre_full,239.0,exact_swap_ops,239.0,239.0,0.012830200139433146,0.012830200139433146,qiskit_sabre_full,14.0,1869.0,1398.0,471.0,471.0,1293.0,2108.0,1398.0,710.0,239.0,471.0,1188.0,1536.0,239.0,0.0,239.0,239.0,717.0,243.0
4mod7-v0_94,4mod7-v0,5,qiskit_sabre_full,8.0,exact_swap_ops,8.0,8.0,0.006339999847114086,0.006339999847114086,qiskit_sabre_full,5.0,110.0,68.0,42.0,42.0,76.0,118.0,68.0,50.0,8.0,42.0,66.0,101.0,8.0,0.0,8.0,8.0,24.0,25.0
alu-v0_27,alu-v0,5,qiskit_sabre_full,2.0,exact_swap_ops,2.0,2.0,0.006301800021901727,0.006301800021901727,qiskit_sabre_full,5.0,42.0,27.0,15.0,15.0,31.0,44.0,27.0,17.0,2.0,15.0,21.0,36.0,2.0,0.0,2.0,2.0,6.0,5.0
ising_model_13,ising_model,16,qiskit_sabre_full,5.0,exact_swap_ops,5.0,5.0,0.007121700095012784,0.007121700095012784,qiskit_sabre_full,16.0,919.0,799.0,120.0,120.0,93.0,924.0,799.0,125.0,5.0,120.0,135.0,94.0,5.0,0.0,5.0,5.0,15.0,1.0
c2_181,c2,35,qiskit_sabre_full,230.0,exact_swap_ops,230.0,230.0,0.0123197000939399,0.0123197000939399,qiskit_sabre_full,35.0,1250.0,837.0,413.0,413.0,186.0,1480.0,837.0,643.0,230.0,413.0,1103.0,341.0,230.0,0.0,230.0,230.0,690.0,155.0
4gt5_75,4gt5,5,qiskit_sabre_full,5.0,exact_swap_ops,5.0,5.0,0.006020599976181984,0.006020599976181984,qiskit_sabre_full,5.0,57.0,34.0,23.0,23.0,44.0,62.0,34.0,28.0,5.0,23.0,38.0,55.0,5.0,0.0,5.0,5.0,15.0,11.0
urf3_155,urf3,16,qiskit_sabre_full,129459.0,exact_swap_ops,129459.0,129459.0,3.138455499894917,3.138455499894917,qiskit_sabre_full,16.0,529360.0,344084.0,185276.0,185276.0,259445.0,658819.0,344084.0,314735.0,129459.0,185276.0,573653.0,456622.0,129459.0,0.0,129459.0,129459.0,388377.0,197177.0
plus63mod8192_164,plus63mod8192,16,qiskit_sabre_full,58486.0,exact_swap_ops,58486.0,58486.0,1.3862638999707997,1.3862638999707997,qiskit_sabre_full,16.0,233888.0,152023.0,81865.0,81865.0,128473.0,292374.0,152023.0,140351.0,58486.0,81865.0,257323.0,217213.0,58486.0,0.0,58486.0,58486.0,175458.0,88740.0
sf_276,sf,16,qiskit_sabre_full,189.0,exact_swap_ops,189.0,189.0,0.011704199947416782,0.011704199947416782,qiskit_sabre_full,16.0,970.0,634.0,336.0,336.0,530.0,1159.0,634.0,525.0,189.0,336.0,903.0,911.0,189.0,0.0,189.0,189.0,567.0,381.0
hea_12_0141,hea,12,qiskit_sabre_full,3.0,exact_swap_ops,3.0,3.0,0.04396179993636906,0.04396179993636906,qiskit_sabre_full,12.0,321.0,288.0,33.0,33.0,39.0,324.0,288.0,36.0,3.0,33.0,42.0,56.0,3.0,0.0,3.0,3.0,9.0,17.0
decod24-v0_40,decod24-v0,4,qiskit_sabre_full,4.0,exact_swap_ops,4.0,4.0,0.0054478999227285385,0.0054478999227285385,qiskit_sabre_full,4.0,39.0,28.0,11.0,11.0,32.0,43.0,28.0,15.0,4.0,11.0,23.0,37.0,4.0,0.0,4.0,4.0,12.0,5.0
adr4_197,adr4,13,qiskit_sabre_full,639.0,exact_swap_ops,639.0,639.0,0.02709819981828332,0.02709819981828332,qiskit_sabre_full,13.0,3927.0,2743.0,1184.0,1184.0,2705.0,4566.0,2743.0,1823.0,639.0,1184.0,3101.0,3430.0,639.0,0.0,639.0,639.0,1917.0,725.0
grover_36_0290,grover,36,qiskit_sabre_full,132.0,exact_swap_ops,132.0,132.0,0.01398500008508563,0.01398500008508563,qiskit_sabre_full,36.0,1782.0,1629.0,153.0,153.0,104.0,1914.0,1629.0,285.0,132.0,153.0,549.0,212.0,132.0,0.0,132.0,132.0,396.0,108.0
3_17_13,3_17,3,qiskit_sabre_full,3.0,exact_swap_ops,3.0,3.0,0.006057400023564696,0.006057400023564696,qiskit_sabre_full,3.0,42.0,27.0,15.0,15.0,30.0,45.0,27.0,18.0,3.0,15.0,24.0,40.0,3.0,0.0,3.0,3.0,9.0,10.0
alu-v3_35,alu-v3,5,qiskit_sabre_full,2.0,exact_swap_ops,2.0,2.0,0.005689600016921759,0.005689600016921759,qiskit_sabre_full,5.0,43.0,27.0,16.0,16.0,32.0,45.0,27.0,18.0,2.0,16.0,22.0,37.0,2.0,0.0,2.0,2.0,6.0,5.0
qft_16,qft,16,qiskit_sabre_full,130.0,exact_swap_ops,130.0,130.0,0.008818000089377165,0.008818000089377165,qiskit_sabre_full,16.0,576.0,336.0,240.0,240.0,111.0,706.0,336.0,370.0,130.0,240.0,630.0,278.0,130.0,0.0,130.0,130.0,390.0,167.0
adder_16_0256,adder,16,qiskit_sabre_full,28.0,exact_swap_ops,28.0,28.0,0.0059130999725311995,0.0059130999725311995,qiskit_sabre_full,16.0,147.0,91.0,56.0,56.0,86.0,175.0,91.0,84.0,28.0,56.0,140.0,108.0,28.0,0.0,28.0,28.0,84.0,22.0
qaoa_36_0154,qaoa,36,qiskit_sabre_full,80.0,exact_swap_ops,80.0,80.0,0.008933500153943896,0.008933500153943896,qiskit_sabre_full,36.0,1035.0,825.0,210.0,210.0,65.0,1115.0,825.0,290.0,80.0,210.0,450.0,133.0,80.0,0.0,80.0,80.0,240.0,68.0
mod5d2_70,mod5d2,5,qiskit_sabre_full,4.0,exact_swap_ops,4.0,4.0,0.009468700038269162,0.009468700038269162,qiskit_sabre_full,5.0,44.0,28.0,16.0,16.0,29.0,48.0,28.0,20.0,4.0,16.0,28.0,38.0,4.0,0.0,4.0,4.0,12.0,9.0
decod24-v3_45,decod24-v3,4,qiskit_sabre_full,15.0,exact_swap_ops,15.0,15.0,0.006039500003680587,0.006039500003680587,qiskit_sabre_full,4.0,93.0,58.0,35.0,35.0,64.0,108.0,58.0,50.0,15.0,35.0,80.0,79.0,15.0,0.0,15.0,15.0,45.0,15.0
hwb9_123,hwb9,9,qiskit_sabre_full,23195.0,exact_swap_ops,23195.0,23195.0,0.5920313000679016,0.5920313000679016,qiskit_sabre_full,9.0,110749.0,74370.0,36379.0,36379.0,78317.0,133944.0,74370.0,59574.0,23195.0,36379.0,105964.0,100392.0,23195.0,0.0,23195.0,23195.0,69585.0,22075.0
qaoa_12_0189,qaoa,12,qiskit_sabre_full,2.0,exact_swap_ops,2.0,2.0,0.010885299881920218,0.010885299881920218,qiskit_sabre_full,12.0,234.0,198.0,36.0,36.0,33.0,236.0,198.0,38.0,2.0,36.0,42.0,40.0,2.0,0.0,2.0,2.0,6.0,7.0
urf5_158,urf5,9,qiskit_sabre_full,33970.0,exact_swap_ops,33970.0,33970.0,0.896869899937883,0.896869899937883,qiskit_sabre_full,9.0,195244.0,133588.0,61656.0,61656.0,110199.0,229214.0,133588.0,95626.0,33970.0,61656.0,163566.0,164700.0,33970.0,0.0,33970.0,33970.0,101910.0,54501.0
4mod5-v1_23,4mod5-v1,5,qiskit_sabre_full,8.0,exact_swap_ops,8.0,8.0,0.006203999975696206,0.006203999975696206,qiskit_sabre_full,5.0,80.0,52.0,28.0,28.0,60.0,88.0,52.0,36.0,8.0,28.0,52.0,79.0,8.0,0.0,8.0,8.0,24.0,19.0
decod24-enable_126,decod24-enable,6,qiskit_sabre_full,33.0,exact_swap_ops,33.0,33.0,0.017603900050744414,0.017603900050744414,qiskit_sabre_full,6.0,278.0,180.0,98.0,98.0,191.0,311.0,180.0,131.0,33.0,98.0,197.0,237.0,33.0,0.0,33.0,33.0,99.0,46.0
4gt11_84,4gt11,5,qiskit_sabre_full,1.0,exact_swap_ops,1.0,1.0,0.010496400063857436,0.010496400063857436,qiskit_sabre_full,5.0,21.0,13.0,8.0,8.0,16.0,22.0,13.0,9.0,1.0,8.0,11.0,18.0,1.0,0.0,1.0,1.0,3.0,2.0
squar5_261,squar5,16,qiskit_sabre_full,589.0,exact_swap_ops,589.0,589.0,0.021301299799233675,0.021301299799233675,qiskit_sabre_full,16.0,2489.0,1620.0,869.0,869.0,1256.0,3078.0,1620.0,1458.0,589.0,869.0,2636.0,2179.0,589.0,0.0,589.0,589.0,1767.0,923.0
0410184_169,0410184,16,qiskit_sabre_full,55.0,exact_swap_ops,55.0,55.0,0.012466900050640106,0.012466900050640106,qiskit_sabre_full,16.0,255.0,151.0,104.0,104.0,128.0,310.0,151.0,159.0,55.0,104.0,269.0,205.0,55.0,0.0,55.0,55.0,165.0,77.0
grover_32_0066,grover,32,qiskit_sabre_full,100.0,exact_swap_ops,100.0,100.0,0.010151599999517202,0.010151599999517202,qiskit_sabre_full,32.0,1581.0,1446.0,135.0,135.0,96.0,1681.0,1446.0,235.0,100.0,135.0,435.0,206.0,100.0,0.0,100.0,100.0,300.0,110.0
grover_16_0318,grover,16,qiskit_sabre_full,21.0,exact_swap_ops,21.0,21.0,0.006632900098338723,0.006632900098338723,qiskit_sabre_full,16.0,534.0,492.0,42.0,42.0,51.0,555.0,492.0,63.0,21.0,42.0,105.0,78.0,21.0,0.0,21.0,21.0,63.0,27.0
ham7_106,ham7,7,qiskit_sabre_full,26.0,exact_swap_ops,26.0,26.0,0.006527000106871128,0.006527000106871128,qiskit_sabre_full,7.0,133.0,78.0,55.0,55.0,78.0,159.0,78.0,81.0,26.0,55.0,133.0,120.0,26.0,0.0,26.0,26.0,78.0,42.0
fredkin_5,fredkin,3,qiskit_sabre_full,1.0,exact_swap_ops,1.0,1.0,0.00555910007096827,0.00555910007096827,qiskit_sabre_full,3.0,37.0,27.0,10.0,10.0,33.0,38.0,27.0,11.0,1.0,10.0,13.0,36.0,1.0,0.0,1.0,1.0,3.0,3.0
4gt12-v0_88,4gt12-v0,16,qiskit_sabre_full,48.0,exact_swap_ops,48.0,48.0,0.007503499975427985,0.007503499975427985,qiskit_sabre_full,16.0,242.0,156.0,86.0,86.0,130.0,290.0,156.0,134.0,48.0,86.0,230.0,214.0,48.0,0.0,48.0,48.0,144.0,84.0
routing_stress_28_0237,routing_stress,28,qiskit_sabre_full,51.0,exact_swap_ops,51.0,51.0,0.007072199834510684,0.007072199834510684,qiskit_sabre_full,28.0,284.0,216.0,68.0,68.0,62.0,335.0,216.0,119.0,51.0,68.0,221.0,77.0,51.0,0.0,51.0,51.0,153.0,15.0
hea_20_0239,hea,20,qiskit_sabre_full,6.0,exact_swap_ops,6.0,6.0,0.007424700073897839,0.007424700073897839,qiskit_sabre_full,20.0,937.0,880.0,57.0,57.0,67.0,943.0,880.0,63.0,6.0,57.0,75.0,107.0,6.0,0.0,6.0,6.0,18.0,40.0
grover_12_0416,grover,12,qiskit_sabre_full,14.0,exact_swap_ops,14.0,14.0,0.006432800088077784,0.006432800088077784,qiskit_sabre_full,12.0,396.0,366.0,30.0,30.0,50.0,410.0,366.0,44.0,14.0,30.0,72.0,70.0,14.0,0.0,14.0,14.0,42.0,20.0
