name,family,num_qubits,layout_mode,raw_input_gate_count_all,raw_input_1q_count_all,raw_input_2q_count_all,raw_input_cnot_count_all,raw_input_swap_count,raw_input_depth,prepared_gate_count_all,prepared_1q_count_all,prepared_2q_count_all,prepared_cnot_count_all,prepared_swap_count,prepared_depth,metrics_original_gate_count_all,metrics_original_1q_count_all,metrics_original_2q_count_all,metrics_original_cnot_count_all,metrics_original_depth,metrics_routed_gate_count_all,metrics_routed_1q_count_all,metrics_routed_2q_count_all,metrics_routed_swap_count,metrics_routed_cnot_raw_count,metrics_routed_cnot_equiv_count,metrics_routed_depth,metrics_additional_gates_total,metrics_additional_1q_total,metrics_additional_2q_total,metrics_additional_swap_count,metrics_additional_cnot_equiv_from_swap,metrics_depth_overhead,metrics_swap_count,metrics_routing_time_sec,raw_vs_prepared_gate_diff,raw_vs_prepared_1q_diff,raw_vs_prepared_2q_diff,raw_vs_prepared_depth_diff,check_original_gate_count,check_original_1q_count,check_original_2q_count,check_original_cnot_count,check_original_depth,check_additional_gates_total,check_additional_1q_total,check_additional_2q_total,check_additional_swap_count,check_depth_overhead,check_routed_cnot_equiv_count,all_checks_pass
radd_250,radd,16,trivial,3213.0,1808.0,1405.0,1405.0,0.0,1781.0,4013.0,2608.0,1405.0,1405.0,0.0,2145.0,4013.0,2608.0,1405.0,1405.0,2145.0,5449.0,2608.0,2841.0,1436.0,1405.0,5713.0,3995.0,1436.0,0.0,1436.0,1436.0,4308.0,1850.0,1436.0,0.023003499998594634,800.0,800.0,0.0,364.0,1,1,1,1,1,1,1,1,1,1,1,1
