name,family,num_qubits,method,routing_score,swap_count,swap_count_source,terminal_objective,routing_time_sec,runtime,evaluating_router,original_num_qubits,original_gate_count_all,original_1q_count_all,original_2q_count_all,original_cnot_count_all,original_depth,routed_gate_count_all,routed_1q_count_all,routed_2q_count_all,routed_cnot_raw_count,routed_cnot_equiv_count,routed_swap_count,routed_depth,additional_gates_total,additional_1q_total,additional_2q_total,additional_swap_count,additional_cnot_equiv_from_swap,depth_overhead,mode
ising_model_10,ising_model,16,trivial,33.0,33.0,exact_swap_ops,33.0,0.011397599941119552,0.011397599941119552,qiskit_sabre,16.0,700.0,610.0,90.0,90.0,92.0,733.0,610.0,123.0,90.0,189.0,33.0,120.0,33.0,0.0,33.0,33.0,99.0,28.0,
ising_model_10,ising_model,16,dense,57.0,57.0,exact_swap_ops,57.0,0.008744799997657537,0.008744799997657537,qiskit_sabre,16.0,700.0,610.0,90.0,90.0,92.0,757.0,610.0,147.0,90.0,261.0,57.0,223.0,57.0,0.0,57.0,57.0,171.0,131.0,
ising_model_10,ising_model,16,random_best,58.0,58.0,exact_swap_ops,58.0,0.007140100002288818,0.007140100002288818,qiskit_sabre,16.0,700.0,610.0,90.0,90.0,92.0,758.0,610.0,148.0,90.0,264.0,58.0,119.0,58.0,0.0,58.0,58.0,174.0,27.0,
ising_model_10,ising_model,16,sabre_layout,0.0,0.0,exact_swap_ops,0.0,0.010512699838727713,0.010512699838727713,qiskit_sabre,16.0,700.0,610.0,90.0,90.0,92.0,700.0,610.0,90.0,90.0,90.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,
ising_model_10,ising_model,16,rl+beam+tabu,6.0,6.0,,,0.0069818999618291855,,qiskit_sabre,16.0,700.0,610.0,90.0,90.0,92.0,706.0,610.0,96.0,90.0,108.0,6.0,157.0,6.0,0.0,6.0,6.0,18.0,65.0,beam8_tabu
aj-e11_168,aj-e11,4,trivial,18.0,18.0,exact_swap_ops,18.0,0.00601359992288053,0.00601359992288053,qiskit_sabre,4.0,80.0,48.0,32.0,32.0,59.0,98.0,48.0,50.0,32.0,86.0,18.0,84.0,18.0,0.0,18.0,18.0,54.0,25.0,
aj-e11_168,aj-e11,4,dense,19.0,19.0,exact_swap_ops,19.0,0.0061114998534321785,0.0061114998534321785,qiskit_sabre,4.0,80.0,48.0,32.0,32.0,59.0,99.0,48.0,51.0,32.0,89.0,19.0,73.0,19.0,0.0,19.0,19.0,57.0,14.0,
aj-e11_168,aj-e11,4,random_best,18.0,18.0,exact_swap_ops,18.0,0.005940000060945749,0.005940000060945749,qiskit_sabre,4.0,80.0,48.0,32.0,32.0,59.0,98.0,48.0,50.0,32.0,86.0,18.0,83.0,18.0,0.0,18.0,18.0,54.0,24.0,
aj-e11_168,aj-e11,4,sabre_layout,13.0,13.0,exact_swap_ops,13.0,0.005801900057122111,0.005801900057122111,qiskit_sabre,4.0,80.0,48.0,32.0,32.0,59.0,93.0,48.0,45.0,32.0,71.0,13.0,75.0,13.0,0.0,13.0,13.0,39.0,16.0,
aj-e11_168,aj-e11,4,rl+beam+tabu,9.0,14.0,,,0.0057743999641388655,,qiskit_sabre,4.0,80.0,48.0,32.0,32.0,59.0,94.0,48.0,46.0,32.0,74.0,14.0,86.0,14.0,0.0,14.0,14.0,42.0,27.0,beam8_tabu
random_12_0285,random,12,trivial,44.0,44.0,exact_swap_ops,44.0,0.006879500113427639,0.006879500113427639,qiskit_sabre,12.0,421.0,399.0,22.0,22.0,52.0,465.0,399.0,66.0,22.0,154.0,44.0,97.0,44.0,0.0,44.0,44.0,132.0,45.0,
random_12_0285,random,12,dense,29.0,29.0,exact_swap_ops,29.0,0.006780500058084726,0.006780500058084726,qiskit_sabre,12.0,421.0,399.0,22.0,22.0,52.0,450.0,399.0,51.0,22.0,109.0,29.0,145.0,29.0,0.0,29.0,29.0,87.0,93.0,
random_12_0285,random,12,random_best,43.0,43.0,exact_swap_ops,43.0,0.006072899792343378,0.006072899792343378,qiskit_sabre,12.0,421.0,399.0,22.0,22.0,52.0,464.0,399.0,65.0,22.0,151.0,43.0,121.0,43.0,0.0,43.0,43.0,129.0,69.0,
random_12_0285,random,12,sabre_layout,5.0,5.0,exact_swap_ops,5.0,0.006628999952226877,0.006628999952226877,qiskit_sabre,12.0,421.0,399.0,22.0,22.0,52.0,426.0,399.0,27.0,22.0,37.0,5.0,82.0,5.0,0.0,5.0,5.0,15.0,30.0,
random_12_0285,random,12,rl+beam+tabu,7.0,11.0,,,0.006476999958977103,,qiskit_sabre,12.0,421.0,399.0,22.0,22.0,52.0,432.0,399.0,33.0,22.0,55.0,11.0,82.0,11.0,0.0,11.0,11.0,33.0,30.0,beam8_tabu
grover_28_0031,grover,28,trivial,309.0,309.0,exact_swap_ops,309.0,0.010109300026670098,0.010109300026670098,qiskit_sabre,28.0,1380.0,1263.0,117.0,117.0,98.0,1689.0,1263.0,426.0,117.0,1044.0,309.0,326.0,309.0,0.0,309.0,309.0,927.0,228.0,
grover_28_0031,grover,28,dense,281.0,281.0,exact_swap_ops,281.0,0.00777829997241497,0.00777829997241497,qiskit_sabre,28.0,1380.0,1263.0,117.0,117.0,98.0,1661.0,1263.0,398.0,117.0,960.0,281.0,336.0,281.0,0.0,281.0,281.0,843.0,238.0,
grover_28_0031,grover,28,random_best,280.0,280.0,exact_swap_ops,280.0,0.008179800119251013,0.008179800119251013,qiskit_sabre,28.0,1380.0,1263.0,117.0,117.0,98.0,1660.0,1263.0,397.0,117.0,957.0,280.0,272.0,280.0,0.0,280.0,280.0,840.0,174.0,
grover_28_0031,grover,28,sabre_layout,127.0,127.0,exact_swap_ops,127.0,0.007787800161167979,0.007787800161167979,qiskit_sabre,28.0,1380.0,1263.0,117.0,117.0,98.0,1507.0,1263.0,244.0,117.0,498.0,127.0,198.0,127.0,0.0,127.0,127.0,381.0,100.0,
grover_28_0031,grover,28,rl+beam+tabu,214.0,214.0,,,0.008551499806344509,,qiskit_sabre,28.0,1380.0,1263.0,117.0,117.0,98.0,1594.0,1263.0,331.0,117.0,759.0,214.0,273.0,214.0,0.0,214.0,214.0,642.0,175.0,beam8_tabu
random_24_0327,random,24,trivial,63.0,63.0,exact_swap_ops,63.0,0.008664200082421303,0.008664200082421303,qiskit_sabre,24.0,1418.0,1396.0,22.0,22.0,74.0,1481.0,1396.0,85.0,22.0,211.0,63.0,159.0,63.0,0.0,63.0,63.0,189.0,85.0,
random_24_0327,random,24,dense,33.0,33.0,exact_swap_ops,33.0,0.009550000075250864,0.009550000075250864,qiskit_sabre,24.0,1418.0,1396.0,22.0,22.0,74.0,1451.0,1396.0,55.0,22.0,121.0,33.0,190.0,33.0,0.0,33.0,33.0,99.0,116.0,
random_24_0327,random,24,random_best,40.0,40.0,exact_swap_ops,40.0,0.009022700134664774,0.009022700134664774,qiskit_sabre,24.0,1418.0,1396.0,22.0,22.0,74.0,1458.0,1396.0,62.0,22.0,142.0,40.0,213.0,40.0,0.0,40.0,40.0,120.0,139.0,
random_24_0327,random,24,sabre_layout,2.0,2.0,exact_swap_ops,2.0,0.007138200104236603,0.007138200104236603,qiskit_sabre,24.0,1418.0,1396.0,22.0,22.0,74.0,1420.0,1396.0,24.0,22.0,28.0,2.0,123.0,2.0,0.0,2.0,2.0,6.0,49.0,
random_24_0327,random,24,rl+beam+tabu,0.0,0.0,,,0.007018799893558025,,qiskit_sabre,24.0,1418.0,1396.0,22.0,22.0,74.0,1418.0,1396.0,22.0,22.0,22.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,beam8_tabu
clip_206,clip,16,trivial,16477.0,16477.0,exact_swap_ops,16477.0,0.09582819999195635,0.09582819999195635,qiskit_sabre,16.0,42267.0,27495.0,14772.0,14772.0,21691.0,58744.0,27495.0,31249.0,14772.0,64203.0,16477.0,41579.0,16477.0,0.0,16477.0,16477.0,49431.0,19888.0,
clip_206,clip,16,dense,15728.0,15728.0,exact_swap_ops,15728.0,0.09620109992101789,0.09620109992101789,qiskit_sabre,16.0,42267.0,27495.0,14772.0,14772.0,21691.0,57995.0,27495.0,30500.0,14772.0,61956.0,15728.0,41439.0,15728.0,0.0,15728.0,15728.0,47184.0,19748.0,
clip_206,clip,16,random_best,15238.0,15238.0,exact_swap_ops,15238.0,0.09658689983189106,0.09658689983189106,qiskit_sabre,16.0,42267.0,27495.0,14772.0,14772.0,21691.0,57505.0,27495.0,30010.0,14772.0,60486.0,15238.0,41125.0,15238.0,0.0,15238.0,15238.0,45714.0,19434.0,
clip_206,clip,16,sabre_layout,15455.0,15455.0,exact_swap_ops,15455.0,0.09499070001766086,0.09499070001766086,qiskit_sabre,16.0,42267.0,27495.0,14772.0,14772.0,21691.0,57722.0,27495.0,30227.0,14772.0,61137.0,15455.0,41010.0,15455.0,0.0,15455.0,15455.0,46365.0,19319.0,
clip_206,clip,16,rl+beam+tabu,15368.0,15368.0,,,0.10494760004803538,,qiskit_sabre,16.0,42267.0,27495.0,14772.0,14772.0,21691.0,57635.0,27495.0,30140.0,14772.0,60876.0,15368.0,41281.0,15368.0,0.0,15368.0,15368.0,46104.0,19590.0,beam8
qaoa_24_0224,qaoa,24,trivial,237.0,237.0,exact_swap_ops,237.0,0.00807780004106462,0.00807780004106462,qiskit_sabre,24.0,687.0,549.0,138.0,138.0,86.0,924.0,549.0,375.0,138.0,849.0,237.0,231.0,237.0,0.0,237.0,237.0,711.0,145.0,
qaoa_24_0224,qaoa,24,dense,133.0,133.0,exact_swap_ops,133.0,0.007191100157797337,0.007191100157797337,qiskit_sabre,24.0,687.0,549.0,138.0,138.0,86.0,820.0,549.0,271.0,138.0,537.0,133.0,154.0,133.0,0.0,133.0,133.0,399.0,68.0,
qaoa_24_0224,qaoa,24,random_best,172.0,172.0,exact_swap_ops,172.0,0.007446300005540252,0.007446300005540252,qiskit_sabre,24.0,687.0,549.0,138.0,138.0,86.0,859.0,549.0,310.0,138.0,654.0,172.0,228.0,172.0,0.0,172.0,172.0,516.0,142.0,
qaoa_24_0224,qaoa,24,sabre_layout,55.0,55.0,exact_swap_ops,55.0,0.008645900059491396,0.008645900059491396,qiskit_sabre,24.0,687.0,549.0,138.0,138.0,86.0,742.0,549.0,193.0,138.0,303.0,55.0,140.0,55.0,0.0,55.0,55.0,165.0,54.0,
qaoa_24_0224,qaoa,24,rl+beam+tabu,107.0,127.0,,,0.007480100030079484,,qiskit_sabre,24.0,687.0,549.0,138.0,138.0,86.0,814.0,549.0,265.0,138.0,519.0,127.0,227.0,127.0,0.0,127.0,127.0,381.0,141.0,beam8_tabu
hea_32_0274,hea,32,trivial,245.0,245.0,exact_swap_ops,245.0,0.011058099800720811,0.011058099800720811,qiskit_sabre,32.0,1884.0,1760.0,124.0,124.0,92.0,2129.0,1760.0,369.0,124.0,859.0,245.0,398.0,245.0,0.0,245.0,245.0,735.0,306.0,
hea_32_0274,hea,32,dense,266.0,266.0,exact_swap_ops,266.0,0.00844479980878532,0.00844479980878532,qiskit_sabre,32.0,1884.0,1760.0,124.0,124.0,92.0,2150.0,1760.0,390.0,124.0,922.0,266.0,885.0,266.0,0.0,266.0,266.0,798.0,793.0,
hea_32_0274,hea,32,random_best,284.0,284.0,exact_swap_ops,284.0,0.009048299863934517,0.009048299863934517,qiskit_sabre,32.0,1884.0,1760.0,124.0,124.0,92.0,2168.0,1760.0,408.0,124.0,976.0,284.0,520.0,284.0,0.0,284.0,284.0,852.0,428.0,
hea_32_0274,hea,32,sabre_layout,63.0,63.0,exact_swap_ops,63.0,0.008273599902167916,0.008273599902167916,qiskit_sabre,32.0,1884.0,1760.0,124.0,124.0,92.0,1947.0,1760.0,187.0,124.0,313.0,63.0,203.0,63.0,0.0,63.0,63.0,189.0,111.0,
hea_32_0274,hea,32,rl+beam+tabu,111.0,111.0,,,0.009455299936234951,,qiskit_sabre,32.0,1884.0,1760.0,124.0,124.0,92.0,1995.0,1760.0,235.0,124.0,457.0,111.0,256.0,111.0,0.0,111.0,111.0,333.0,164.0,beam8_tabu
mod5adder_128,mod5adder,6,trivial,77.0,77.0,exact_swap_ops,77.0,0.007779699983075261,0.007779699983075261,qiskit_sabre,6.0,241.0,155.0,86.0,86.0,175.0,318.0,155.0,163.0,86.0,317.0,77.0,245.0,77.0,0.0,77.0,77.0,231.0,70.0,
mod5adder_128,mod5adder,6,dense,58.0,58.0,exact_swap_ops,58.0,0.0062806999776512384,0.0062806999776512384,qiskit_sabre,6.0,241.0,155.0,86.0,86.0,175.0,299.0,155.0,144.0,86.0,260.0,58.0,227.0,58.0,0.0,58.0,58.0,174.0,52.0,
mod5adder_128,mod5adder,6,random_best,59.0,59.0,exact_swap_ops,59.0,0.006356499856337905,0.006356499856337905,qiskit_sabre,6.0,241.0,155.0,86.0,86.0,175.0,300.0,155.0,145.0,86.0,263.0,59.0,236.0,59.0,0.0,59.0,59.0,177.0,61.0,
mod5adder_128,mod5adder,6,sabre_layout,39.0,39.0,exact_swap_ops,39.0,0.007025200175121427,0.007025200175121427,qiskit_sabre,6.0,241.0,155.0,86.0,86.0,175.0,280.0,155.0,125.0,86.0,203.0,39.0,228.0,39.0,0.0,39.0,39.0,117.0,53.0,
mod5adder_128,mod5adder,6,rl+beam+tabu,47.0,47.0,,,0.006290100049227476,,qiskit_sabre,6.0,241.0,155.0,86.0,86.0,175.0,288.0,155.0,133.0,86.0,227.0,47.0,225.0,47.0,0.0,47.0,47.0,141.0,50.0,beam8
inc_237,inc,16,trivial,4772.0,4772.0,exact_swap_ops,4772.0,0.032422199845314026,0.032422199845314026,qiskit_sabre,16.0,13267.0,8631.0,4636.0,4636.0,7140.0,18039.0,8631.0,9408.0,4636.0,18952.0,4772.0,13191.0,4772.0,0.0,4772.0,4772.0,14316.0,6051.0,
inc_237,inc,16,dense,4640.0,4640.0,exact_swap_ops,4640.0,0.03166029998101294,0.03166029998101294,qiskit_sabre,16.0,13267.0,8631.0,4636.0,4636.0,7140.0,17907.0,8631.0,9276.0,4636.0,18556.0,4640.0,13218.0,4640.0,0.0,4640.0,4640.0,13920.0,6078.0,
inc_237,inc,16,random_best,4598.0,4598.0,exact_swap_ops,4598.0,0.03414550004526973,0.03414550004526973,qiskit_sabre,16.0,13267.0,8631.0,4636.0,4636.0,7140.0,17865.0,8631.0,9234.0,4636.0,18430.0,4598.0,13272.0,4598.0,0.0,4598.0,4598.0,13794.0,6132.0,
inc_237,inc,16,sabre_layout,4541.0,4541.0,exact_swap_ops,4541.0,0.03344379994086921,0.03344379994086921,qiskit_sabre,16.0,13267.0,8631.0,4636.0,4636.0,7140.0,17808.0,8631.0,9177.0,4636.0,18259.0,4541.0,13095.0,4541.0,0.0,4541.0,4541.0,13623.0,5955.0,
inc_237,inc,16,rl+beam+tabu,4482.0,4486.0,,,0.03493579989299178,,qiskit_sabre,16.0,13267.0,8631.0,4636.0,4636.0,7140.0,17753.0,8631.0,9122.0,4636.0,18094.0,4486.0,13171.0,4486.0,0.0,4486.0,4486.0,13458.0,6031.0,beam8_tabu
rd73_252,rd73,16,trivial,2439.0,2439.0,exact_swap_ops,2439.0,0.01936190016567707,0.01936190016567707,qiskit_sabre,16.0,6645.0,4326.0,2319.0,2319.0,3439.0,9084.0,4326.0,4758.0,2319.0,9636.0,2439.0,6753.0,2439.0,0.0,2439.0,2439.0,7317.0,3314.0,
rd73_252,rd73,16,dense,2442.0,2442.0,exact_swap_ops,2442.0,0.02057960000820458,0.02057960000820458,qiskit_sabre,16.0,6645.0,4326.0,2319.0,2319.0,3439.0,9087.0,4326.0,4761.0,2319.0,9645.0,2442.0,6578.0,2442.0,0.0,2442.0,2442.0,7326.0,3139.0,
rd73_252,rd73,16,random_best,2220.0,2220.0,exact_swap_ops,2220.0,0.018985100090503693,0.018985100090503693,qiskit_sabre,16.0,6645.0,4326.0,2319.0,2319.0,3439.0,8865.0,4326.0,4539.0,2319.0,8979.0,2220.0,6490.0,2220.0,0.0,2220.0,2220.0,6660.0,3051.0,
rd73_252,rd73,16,sabre_layout,2319.0,2319.0,exact_swap_ops,2319.0,0.017277700128033757,0.017277700128033757,qiskit_sabre,16.0,6645.0,4326.0,2319.0,2319.0,3439.0,8964.0,4326.0,4638.0,2319.0,9276.0,2319.0,6418.0,2319.0,0.0,2319.0,2319.0,6957.0,2979.0,
rd73_252,rd73,16,rl+beam+tabu,2247.0,2327.0,,,0.01969909993931651,,qiskit_sabre,16.0,6645.0,4326.0,2319.0,2319.0,3439.0,8972.0,4326.0,4646.0,2319.0,9300.0,2327.0,6435.0,2327.0,0.0,2327.0,2327.0,6981.0,2996.0,beam8_tabu
grover_20_0164,grover,20,trivial,120.0,120.0,exact_swap_ops,120.0,0.007209799950942397,0.007209799950942397,qiskit_sabre,20.0,672.0,618.0,54.0,54.0,51.0,792.0,618.0,174.0,54.0,414.0,120.0,148.0,120.0,0.0,120.0,120.0,360.0,97.0,
grover_20_0164,grover,20,dense,90.0,90.0,exact_swap_ops,90.0,0.009574800031259656,0.009574800031259656,qiskit_sabre,20.0,672.0,618.0,54.0,54.0,51.0,762.0,618.0,144.0,54.0,324.0,90.0,119.0,90.0,0.0,90.0,90.0,270.0,68.0,
grover_20_0164,grover,20,random_best,141.0,141.0,exact_swap_ops,141.0,0.007967700017616153,0.007967700017616153,qiskit_sabre,20.0,672.0,618.0,54.0,54.0,51.0,813.0,618.0,195.0,54.0,477.0,141.0,139.0,141.0,0.0,141.0,141.0,423.0,88.0,
grover_20_0164,grover,20,sabre_layout,52.0,52.0,exact_swap_ops,52.0,0.009852600051090121,0.009852600051090121,qiskit_sabre,20.0,672.0,618.0,54.0,54.0,51.0,724.0,618.0,106.0,54.0,210.0,52.0,87.0,52.0,0.0,52.0,52.0,156.0,36.0,
grover_20_0164,grover,20,rl+beam+tabu,51.0,65.0,,,0.007045000093057752,,qiskit_sabre,20.0,672.0,618.0,54.0,54.0,51.0,737.0,618.0,119.0,54.0,249.0,65.0,86.0,65.0,0.0,65.0,65.0,195.0,35.0,beam8_tabu
alu-v2_31,alu-v2,16,trivial,164.0,164.0,exact_swap_ops,164.0,0.006632799981161952,0.006632799981161952,qiskit_sabre,16.0,563.0,365.0,198.0,198.0,319.0,727.0,365.0,362.0,198.0,690.0,164.0,570.0,164.0,0.0,164.0,164.0,492.0,251.0,
alu-v2_31,alu-v2,16,dense,143.0,143.0,exact_swap_ops,143.0,0.007341200020164251,0.007341200020164251,qiskit_sabre,16.0,563.0,365.0,198.0,198.0,319.0,706.0,365.0,341.0,198.0,627.0,143.0,549.0,143.0,0.0,143.0,143.0,429.0,230.0,
alu-v2_31,alu-v2,16,random_best,143.0,143.0,exact_swap_ops,143.0,0.007111900020390749,0.007111900020390749,qiskit_sabre,16.0,563.0,365.0,198.0,198.0,319.0,706.0,365.0,341.0,198.0,627.0,143.0,543.0,143.0,0.0,143.0,143.0,429.0,224.0,
alu-v2_31,alu-v2,16,sabre_layout,133.0,133.0,exact_swap_ops,133.0,0.007469899952411652,0.007469899952411652,qiskit_sabre,16.0,563.0,365.0,198.0,198.0,319.0,696.0,365.0,331.0,198.0,597.0,133.0,554.0,133.0,0.0,133.0,133.0,399.0,235.0,
alu-v2_31,alu-v2,16,rl+beam+tabu,126.0,137.0,,,0.006577500142157078,,qiskit_sabre,16.0,563.0,365.0,198.0,198.0,319.0,700.0,365.0,335.0,198.0,609.0,137.0,545.0,137.0,0.0,137.0,137.0,411.0,226.0,beam8_tabu
rd53_311,rd53,16,trivial,161.0,161.0,exact_swap_ops,161.0,0.007174300029873848,0.007174300029873848,qiskit_sabre,16.0,339.0,215.0,124.0,124.0,158.0,500.0,215.0,285.0,124.0,607.0,161.0,288.0,161.0,0.0,161.0,161.0,483.0,130.0,
rd53_311,rd53,16,dense,144.0,144.0,exact_swap_ops,144.0,0.00902160000987351,0.00902160000987351,qiskit_sabre,16.0,339.0,215.0,124.0,124.0,158.0,483.0,215.0,268.0,124.0,556.0,144.0,320.0,144.0,0.0,144.0,144.0,432.0,162.0,
rd53_311,rd53,16,random_best,158.0,158.0,exact_swap_ops,158.0,0.007379899965599179,0.007379899965599179,qiskit_sabre,16.0,339.0,215.0,124.0,124.0,158.0,497.0,215.0,282.0,124.0,598.0,158.0,331.0,158.0,0.0,158.0,158.0,474.0,173.0,
rd53_311,rd53,16,sabre_layout,112.0,112.0,exact_swap_ops,112.0,0.006458899937570095,0.006458899937570095,qiskit_sabre,16.0,339.0,215.0,124.0,124.0,158.0,451.0,215.0,236.0,124.0,460.0,112.0,273.0,112.0,0.0,112.0,112.0,336.0,115.0,
rd53_311,rd53,16,rl+beam+tabu,106.0,119.0,,,0.007327800150960684,,qiskit_sabre,16.0,339.0,215.0,124.0,124.0,158.0,458.0,215.0,243.0,124.0,481.0,119.0,296.0,119.0,0.0,119.0,119.0,357.0,138.0,beam8_tabu
sym6_145,sym6,16,trivial,1457.0,1457.0,exact_swap_ops,1457.0,0.014512700028717518,0.014512700028717518,qiskit_sabre,16.0,4860.0,3159.0,1701.0,1701.0,2675.0,6317.0,3159.0,3158.0,1701.0,6072.0,1457.0,4839.0,1457.0,0.0,1457.0,1457.0,4371.0,2164.0,
sym6_145,sym6,16,dense,1446.0,1446.0,exact_swap_ops,1446.0,0.01497010001912713,0.01497010001912713,qiskit_sabre,16.0,4860.0,3159.0,1701.0,1701.0,2675.0,6306.0,3159.0,3147.0,1701.0,6039.0,1446.0,4818.0,1446.0,0.0,1446.0,1446.0,4338.0,2143.0,
sym6_145,sym6,16,random_best,1399.0,1399.0,exact_swap_ops,1399.0,0.01949759991839528,0.01949759991839528,qiskit_sabre,16.0,4860.0,3159.0,1701.0,1701.0,2675.0,6259.0,3159.0,3100.0,1701.0,5898.0,1399.0,4808.0,1399.0,0.0,1399.0,1399.0,4197.0,2133.0,
sym6_145,sym6,16,sabre_layout,1426.0,1426.0,exact_swap_ops,1426.0,0.014679699903354049,0.014679699903354049,qiskit_sabre,16.0,4860.0,3159.0,1701.0,1701.0,2675.0,6286.0,3159.0,3127.0,1701.0,5979.0,1426.0,4845.0,1426.0,0.0,1426.0,1426.0,4278.0,2170.0,
sym6_145,sym6,16,rl+beam+tabu,1415.0,1629.0,,,0.017889500129967928,,qiskit_sabre,16.0,4860.0,3159.0,1701.0,1701.0,2675.0,6489.0,3159.0,3330.0,1701.0,6588.0,1629.0,4893.0,1629.0,0.0,1629.0,1629.0,4887.0,2218.0,beam8_tabu
hea_16_0225,hea,16,trivial,79.0,79.0,exact_swap_ops,79.0,0.006612500175833702,0.006612500175833702,qiskit_sabre,16.0,429.0,384.0,45.0,45.0,43.0,508.0,384.0,124.0,45.0,282.0,79.0,135.0,79.0,0.0,79.0,79.0,237.0,92.0,
hea_16_0225,hea,16,dense,85.0,85.0,exact_swap_ops,85.0,0.007194200064986944,0.007194200064986944,qiskit_sabre,16.0,429.0,384.0,45.0,45.0,43.0,514.0,384.0,130.0,45.0,300.0,85.0,168.0,85.0,0.0,85.0,85.0,255.0,125.0,
hea_16_0225,hea,16,random_best,99.0,99.0,exact_swap_ops,99.0,0.007189699914306402,0.007189699914306402,qiskit_sabre,16.0,429.0,384.0,45.0,45.0,43.0,528.0,384.0,144.0,45.0,342.0,99.0,145.0,99.0,0.0,99.0,99.0,297.0,102.0,
hea_16_0225,hea,16,sabre_layout,0.0,0.0,exact_swap_ops,0.0,0.00617410009726882,0.00617410009726882,qiskit_sabre,16.0,429.0,384.0,45.0,45.0,43.0,429.0,384.0,45.0,45.0,45.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,
hea_16_0225,hea,16,rl+beam+tabu,40.0,40.0,,,0.007238700054585934,,qiskit_sabre,16.0,429.0,384.0,45.0,45.0,43.0,469.0,384.0,85.0,45.0,165.0,40.0,90.0,40.0,0.0,40.0,40.0,120.0,47.0,beam8_tabu
one-two-three-v0_98,one-two-three-v0,16,trivial,59.0,59.0,exact_swap_ops,59.0,0.005927300080657005,0.005927300080657005,qiskit_sabre,16.0,182.0,117.0,65.0,65.0,97.0,241.0,117.0,124.0,65.0,242.0,59.0,179.0,59.0,0.0,59.0,59.0,177.0,82.0,
one-two-three-v0_98,one-two-three-v0,16,dense,51.0,51.0,exact_swap_ops,51.0,0.006495000096037984,0.006495000096037984,qiskit_sabre,16.0,182.0,117.0,65.0,65.0,97.0,233.0,117.0,116.0,65.0,218.0,51.0,165.0,51.0,0.0,51.0,51.0,153.0,68.0,
one-two-three-v0_98,one-two-three-v0,16,random_best,55.0,55.0,exact_swap_ops,55.0,0.006764400051906705,0.006764400051906705,qiskit_sabre,16.0,182.0,117.0,65.0,65.0,97.0,237.0,117.0,120.0,65.0,230.0,55.0,162.0,55.0,0.0,55.0,55.0,165.0,65.0,
one-two-three-v0_98,one-two-three-v0,16,sabre_layout,40.0,40.0,exact_swap_ops,40.0,0.0081389001570642,0.0081389001570642,qiskit_sabre,16.0,182.0,117.0,65.0,65.0,97.0,222.0,117.0,105.0,65.0,185.0,40.0,180.0,40.0,0.0,40.0,40.0,120.0,83.0,
one-two-three-v0_98,one-two-three-v0,16,rl+beam+tabu,43.0,43.0,,,0.006164000136777759,,qiskit_sabre,16.0,182.0,117.0,65.0,65.0,97.0,225.0,117.0,108.0,65.0,194.0,43.0,172.0,43.0,0.0,43.0,43.0,129.0,75.0,beam8_tabu
4gt11_82,4gt11,5,trivial,16.0,16.0,exact_swap_ops,16.0,0.007281199796125293,0.007281199796125293,qiskit_sabre,5.0,30.0,13.0,17.0,17.0,21.0,46.0,13.0,33.0,17.0,65.0,16.0,34.0,16.0,0.0,16.0,16.0,48.0,13.0,
4gt11_82,4gt11,5,dense,12.0,12.0,exact_swap_ops,12.0,0.01056120009161532,0.01056120009161532,qiskit_sabre,5.0,30.0,13.0,17.0,17.0,21.0,42.0,13.0,29.0,17.0,53.0,12.0,30.0,12.0,0.0,12.0,12.0,36.0,9.0,
4gt11_82,4gt11,5,random_best,18.0,18.0,exact_swap_ops,18.0,0.0063455000054091215,0.0063455000054091215,qiskit_sabre,5.0,30.0,13.0,17.0,17.0,21.0,48.0,13.0,35.0,17.0,71.0,18.0,34.0,18.0,0.0,18.0,18.0,54.0,13.0,
4gt11_82,4gt11,5,sabre_layout,6.0,6.0,exact_swap_ops,6.0,0.005743999965488911,0.005743999965488911,qiskit_sabre,5.0,30.0,13.0,17.0,17.0,21.0,36.0,13.0,23.0,17.0,35.0,6.0,30.0,6.0,0.0,6.0,6.0,18.0,9.0,
4gt11_82,4gt11,5,rl+beam+tabu,9.0,10.0,,,0.00604050001129508,,qiskit_sabre,5.0,30.0,13.0,17.0,17.0,21.0,40.0,13.0,27.0,17.0,47.0,10.0,33.0,10.0,0.0,10.0,10.0,30.0,12.0,beam8_tabu
grover_28_0374,grover,28,trivial,324.0,324.0,exact_swap_ops,324.0,0.008488199906423688,0.008488199906423688,qiskit_sabre,28.0,1380.0,1263.0,117.0,117.0,92.0,1704.0,1263.0,441.0,117.0,1089.0,324.0,268.0,324.0,0.0,324.0,324.0,972.0,176.0,
grover_28_0374,grover,28,dense,253.0,253.0,exact_swap_ops,253.0,0.010601700050756335,0.010601700050756335,qiskit_sabre,28.0,1380.0,1263.0,117.0,117.0,92.0,1633.0,1263.0,370.0,117.0,876.0,253.0,283.0,253.0,0.0,253.0,253.0,759.0,191.0,
grover_28_0374,grover,28,random_best,299.0,299.0,exact_swap_ops,299.0,0.00797969987615943,0.00797969987615943,qiskit_sabre,28.0,1380.0,1263.0,117.0,117.0,92.0,1679.0,1263.0,416.0,117.0,1014.0,299.0,281.0,299.0,0.0,299.0,299.0,897.0,189.0,
